scope,units,reached_cart,purchased,cart_rate,conv_rate,cierre_pct,abandono_pct,carritos_abandonados,revenue_en_juego
GLOBAL (incl. Unknown),58598189,2304208,1310058,3.93,2.24,56.86,43.14,994150,283622918.0
